Date,Borlänge,Bräkne-Hoby,Eskilstuna,Forshaga,FYR,Gävle,Göteborg,Hässleholm,Jönköping,Kristianstad,Malmö,Norrköping,Nässjö,Skövde,Stockholm,Sundsvall,Umeå,Visby,Västervik,Östersund
2018-06-05,17,5,12,6,3,1,1,0,32,9,1,25,12,4,22,14,8,12,11,4
2018-06-06,4,1,7,2,0,2,0,0,6,2,0,8,2,4,1,4,2,10,1,0
2018-06-07,8,0,20,13,4,3,0,0,8,1,1,18,1,6,18,16,3,5,6,1
2018-06-08,2,0,11,1,1,4,2,1,7,1,1,7,2,2,12,6,4,3,1,1
2018-06-09,4,0,3,2,3,2,1,3,0,3,0,4,2,1,2,3,2,1,2,1
2018-06-10,6,0,2,3,4,1,0,1,2,0,0,12,2,0,1,1,2,5,5,0
2018-06-11,0,0,1,1,7,1,3,3,20,3,0,4,1,1,3,1,6,1,0,6
2018-06-12,1,0,4,3,3,2,0,1,2,0,0,4,1,1,6,3,2,7,1,1
2018-06-13,0,0,4,0,1,1,0,1,5,0,2,2,1,1,8,1,2,1,4,4
2018-06-14,11,0,6,7,9,2,1,0,8,0,2,2,2,3,7,6,2,1,1,4
2018-06-15,0,0,2,3,10,5,0,2,13,0,0,6,3,0,7,12,6,2,1,6
2018-06-16,0,0,0,0,1,2,0,0,1,4,0,1,1,1,4,4,1,1,0,0
2018-06-17,0,0,0,1,1,0,0,2,12,1,0,1,1,1,1,0,0,5,2,1
2018-06-18,1,0,0,1,0,2,0,0,13,1,1,4,3,2,6,1,1,3,5,0
2018-06-19,9,1,6,9,23,14,1,1,31,1,0,19,8,3,38,6,6,3,20,2
2018-06-20,0,1,0,3,0,2,0,0,8,2,1,1,1,1,13,2,3,8,0,2
2018-06-21,0,1,0,0,0,0,0,2,5,3,0,0,0,0,1,1,2,1,0,0
2018-06-22,5,1,3,0,0,0,0,4,6,2,2,0,0,4,36,2,0,4,0,0
2018-06-23,1,0,0,0,0,0,0,0,1,4,0,0,0,1,1,1,1,2,1,1
2018-06-24,2,1,4,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0
2018-06-25,0,0,4,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,1
2018-06-26,0,0,0,0,1,1,1,2,1,1,1,0,1,1,1,0,0,7,1,1
2018-06-27,0,1,1,1,2,0,1,2,5,0,1,2,1,0,2,0,0,0,0,0
2018-06-28,1,0,3,2,0,0,0,1,0,0,1,0,0,2,2,2,0,0,0,0
2018-06-29,0,1,0,3,0,2,2,2,4,1,2,0,1,3,1,1,0,2,2,0
2018-06-30,0,1,0,0,0,0,0,2,4,1,0,0,1,2,1,0,0,2,1,0
2018-07-01,0,1,0,1,0,0,0,1,4,1,0,1,1,1,3,0,0,0,0,0
2018-07-02,1,2,1,0,0,0,0,0,0,2,3,0,1,0,0,0,0,1,1,0
2018-07-03,0,1,0,0,0,2,1,0,0,2,1,0,0,1,0,0,0,1,1,0
2018-07-04,1,2,0,0,0,0,0,0,0,1,2,1,0,0,5,0,0,1,1,0
2018-07-05,0,2,0,0,0,0,2,1,0,2,0,0,0,0,1,0,0,2,2,0
2018-07-06,0,0,0,0,0,0,0,2,1,2,0,0,0,0,3,0,0,0,1,0
2018-07-07,0,1,0,1,0,0,0,4,12,2,2,0,0,0,0,0,0,0,0,0
2018-07-08,0,1,0,0,0,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0
2018-07-09,0,0,0,0,0,0,1,0,0,0,1,0,0,5,1,0,0,0,1,0
2018-07-10,1,0,0,1,0,0,1,1,0,3,0,0,2,2,0,0,0,0,0,0
2018-07-11,1,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0
2018-07-12,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
2018-07-13,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
2018-07-14,0,0,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0
2018-07-15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-07-16,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2018-07-17,0,0,0,0,0,0,1,0,14,0,0,0,1,1,0,0,0,0,1,0
2018-07-18,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0
2018-07-19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2018-07-20,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
2018-07-21,1,0,0,0,0,0,0,2,4,0,0,0,1,0,2,0,0,0,0,0
2018-07-22,0,0,0,0,0,0,0,1,4,0,1,0,2,0,6,0,0,0,0,0
2018-07-23,0,0,0,0,0,0,1,1,7,0,1,0,0,0,2,0,0,0,0,0
2018-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-07-26,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-07-27,0,1,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0
2018-07-28,0,0,0,0,0,0,1,2,2,0,2,0,0,1,0,0,0,0,0,0
2018-07-29,1,0,1,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0
2018-07-30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-07-31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2018-08-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-05,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-08-06,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2018-08-08,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0
2018-08-09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-10,1,0,0,13,0,2,1,1,0,1,0,1,1,4,1,0,0,0,1,0
2018-08-11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2018-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2018-08-13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2018-08-14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-16,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2018-08-18,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2018-08-19,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2018-08-20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-22,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
2018-08-23,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0
2018-08-24,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
2018-08-25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-27,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-28,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-29,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2018-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-09-02,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-04,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2018-09-05,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
2018-09-06,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0
2018-09-07,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018-09-08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2018-09-10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,0
2018-09-12,0,0,2,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0
2018-09-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-14,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2018-09-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-09-17,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0
2018-09-18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018-09-19,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018-09-20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-21,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2018-09-22,2,0,0,1,0,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0
2018-09-23,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-09-24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2018-09-27,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
2018-09-28,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2018-09-29,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2018-09-30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2018-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2018-10-02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2018-10-03,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-04,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2018-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-13,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2018-10-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-10-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2018-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-11-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2018-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-12-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
