Date,Borlänge,Bräkne-Hoby,Eskilstuna,Forshaga,FYR,Gävle,Göteborg,Hässleholm,Jönköping,Kristianstad,Malmö,Norrköping,Nässjö,Skövde,Stockholm,Sundsvall,Umeå,Visby,Västervik,Östersund
2018-05-23,5,15,6,3,0,0,11,6,1,9,23,5,11,6,10,0,0,0,2,0
2018-05-24,7,7,19,2,0,4,21,13,6,18,7,14,3,24,1,0,0,12,2,0
2018-05-25,3,6,21,4,0,5,23,16,11,15,24,8,1,22,4,1,0,3,5,0
2018-05-26,6,3,25,8,0,3,36,11,4,20,17,11,4,8,3,1,0,2,6,0
2018-05-27,7,3,16,9,0,3,37,11,14,20,34,17,5,16,12,0,0,16,12,0
2018-05-28,10,21,12,4,0,0,31,24,7,77,86,19,3,14,6,0,0,9,5,3
2018-05-29,11,24,16,0,0,9,34,20,2,94,74,8,3,15,6,4,2,18,12,2
2018-05-30,6,45,34,3,0,0,65,63,17,73,174,4,13,17,15,2,0,24,11,1
2018-05-31,15,40,15,1,1,0,95,47,22,109,123,0,16,32,4,4,1,19,8,4
2018-06-01,22,58,6,10,2,7,133,64,2,103,122,38,8,58,19,7,1,18,12,2
2018-06-02,12,85,16,4,2,9,107,124,30,198,93,47,11,52,36,8,1,32,18,3
2018-06-03,16,143,40,10,8,4,131,125,77,214,181,83,28,85,22,1,1,44,50,9
2018-06-04,38,97,36,22,1,13,113,72,52,276,111,88,26,63,51,4,2,28,31,1
2018-06-05,14,71,12,9,0,0,66,115,53,118,36,41,29,41,29,1,0,9,28,0
2018-06-06,7,51,8,6,1,2,27,81,30,45,12,35,10,83,5,2,1,17,19,0
2018-06-07,29,54,68,34,0,13,62,107,82,114,46,157,31,158,43,2,1,51,56,1
2018-06-08,25,71,40,57,0,7,113,217,48,166,56,53,60,115,20,1,1,37,22,0
2018-06-09,72,44,34,70,1,14,63,165,64,55,196,68,55,194,30,3,3,40,18,0
2018-06-10,81,68,45,45,1,4,51,75,101,82,81,90,77,103,33,4,6,27,25,3
2018-06-11,0,59,24,9,3,0,12,29,12,48,31,19,11,9,31,10,1,13,21,7
2018-06-12,7,24,18,25,0,5,37,15,29,22,34,16,19,30,20,14,1,8,5,3
2018-06-13,9,53,12,20,0,2,54,14,20,18,46,10,27,66,12,2,0,3,11,0
2018-06-14,23,26,4,14,1,8,37,32,13,56,42,4,14,35,17,11,2,11,11,6
2018-06-15,0,30,8,40,4,8,27,44,32,57,67,47,19,27,38,31,2,28,32,0
2018-06-16,0,47,0,39,0,14,52,61,26,33,57,47,19,85,32,20,0,23,22,0
2018-06-17,0,23,0,11,0,16,4,18,17,41,38,11,11,10,17,10,1,18,14,3
2018-06-18,8,16,0,12,1,9,6,12,8,37,32,24,10,18,8,19,2,20,18,2
2018-06-19,84,27,21,21,2,31,9,22,30,35,37,30,7,27,24,32,3,20,29,2
2018-06-20,28,20,16,102,0,33,3,62,20,85,34,16,10,10,17,8,1,12,9,0
2018-06-21,3,26,0,0,3,0,6,15,1,29,19,0,0,1,1,6,4,4,1,0
2018-06-22,4,23,1,0,2,0,10,24,1,22,20,5,1,7,4,6,1,3,5,0
2018-06-23,29,25,6,0,0,0,0,49,18,32,29,18,24,57,3,9,0,7,18,1
2018-06-24,12,43,22,0,0,0,0,69,58,73,20,58,94,63,12,19,11,16,46,0
2018-06-25,6,40,12,10,2,12,6,53,13,40,19,13,40,46,20,35,10,8,14,3
2018-06-26,12,27,13,39,10,9,64,75,31,23,19,12,22,61,14,57,13,1,32,10
2018-06-27,47,5,23,59,8,18,51,48,24,9,52,23,34,63,18,41,16,1,9,12
2018-06-28,19,28,41,44,1,30,34,29,28,37,35,35,36,41,14,34,8,3,15,3
2018-06-29,19,22,8,15,2,7,25,52,10,40,44,4,17,26,8,10,2,7,8,0
2018-06-30,3,7,2,9,4,0,16,29,1,9,15,2,14,10,5,3,4,2,1,4
2018-07-01,15,17,3,2,3,0,19,16,5,6,16,10,18,13,6,19,13,4,2,4
2018-07-02,8,27,4,15,9,8,20,9,16,32,12,8,20,20,8,21,28,5,6,29
2018-07-03,25,23,4,12,9,12,16,15,17,44,16,7,25,40,12,45,36,5,0,19
2018-07-04,13,14,9,22,12,5,22,35,18,30,32,22,24,32,17,31,10,13,19,2
2018-07-05,10,13,6,19,9,4,16,19,4,18,20,7,21,20,11,10,14,13,9,12
2018-07-06,16,9,0,7,21,7,9,12,10,16,11,13,13,24,12,21,11,9,9,25
2018-07-07,8,28,0,5,15,9,11,19,11,26,9,2,19,11,9,9,20,3,2,2
2018-07-08,12,9,0,12,57,5,7,13,5,17,4,4,11,11,10,16,24,1,8,11
2018-07-09,8,3,3,7,37,9,4,22,10,18,12,8,13,19,11,13,26,1,5,21
2018-07-10,17,10,7,18,21,30,5,16,6,13,10,5,7,3,14,4,13,5,2,3
2018-07-11,4,16,3,7,22,14,10,5,0,13,8,4,11,16,16,11,21,9,8,8
2018-07-12,4,6,1,3,28,5,11,6,6,6,3,6,2,12,4,1,19,4,1,16
2018-07-13,3,3,2,4,15,4,6,7,6,1,4,4,4,5,9,3,4,2,0,14
2018-07-14,3,7,6,1,14,2,8,4,8,7,3,2,5,7,10,1,13,1,1,16
2018-07-15,3,4,2,0,13,9,0,9,1,15,1,2,1,5,13,1,8,1,5,12
2018-07-16,5,3,1,1,9,6,7,5,4,2,4,2,3,7,12,1,3,2,1,10
2018-07-17,3,3,0,2,1,5,7,2,19,9,0,13,1,14,14,0,2,3,5,6
2018-07-18,2,0,4,1,11,12,2,1,4,1,1,5,3,3,2,6,8,5,1,7
2018-07-19,2,0,0,0,0,17,4,7,1,5,4,0,5,1,10,1,4,4,0,1
2018-07-20,2,5,0,3,8,5,4,3,10,6,5,5,2,7,2,1,3,3,0,3
2018-07-21,4,5,2,10,7,0,3,7,13,6,8,7,0,8,2,0,2,7,2,1
2018-07-22,1,4,1,3,4,7,0,5,10,8,5,4,3,1,9,0,0,3,1,1
2018-07-23,0,4,7,3,3,7,1,12,5,7,12,5,1,5,6,1,3,2,1,8
2018-07-24,3,5,8,7,3,10,0,1,5,16,6,4,2,11,12,0,3,0,1,1
2018-07-25,1,0,3,3,4,8,3,7,2,22,9,2,1,6,4,0,0,3,1,2
2018-07-26,2,9,7,0,14,2,6,6,1,16,8,16,3,6,6,0,0,2,1,0
2018-07-27,3,4,3,0,24,4,10,5,1,15,7,5,4,8,17,0,0,2,0,0
2018-07-28,2,3,3,0,25,13,0,4,2,11,2,7,1,4,7,1,0,5,0,0
2018-07-29,0,7,1,0,9,2,1,1,1,21,0,1,1,2,4,0,2,1,1,1
2018-07-30,1,1,1,2,1,5,4,3,6,17,4,5,7,2,4,0,4,0,0,0
2018-07-31,1,8,1,4,1,2,1,3,6,9,2,11,2,4,3,2,1,0,0,0
2018-08-01,3,3,3,9,1,1,4,0,1,7,6,5,9,6,9,0,0,1,1,0
2018-08-02,1,2,11,12,12,3,2,3,4,4,6,5,3,1,8,1,1,1,1,0
2018-08-03,0,0,7,4,3,4,4,0,0,9,1,2,2,1,12,1,0,2,2,0
2018-08-04,0,2,0,0,1,2,2,5,5,13,2,8,8,4,4,0,0,1,0,0
2018-08-05,1,2,9,2,2,1,0,1,1,7,1,4,3,4,4,0,0,1,0,0
2018-08-06,3,1,3,1,0,2,0,1,1,2,0,7,1,1,3,2,1,1,0,0
2018-08-07,2,0,1,4,0,3,1,10,0,16,6,5,0,0,5,0,1,3,0,0
2018-08-08,7,3,16,2,0,3,4,1,4,12,3,8,4,3,8,1,0,1,0,0
2018-08-09,0,0,2,12,2,0,1,3,0,1,3,2,3,2,10,0,0,1,1,0
2018-08-10,16,8,1,5,3,0,4,5,0,13,1,2,0,2,8,0,0,3,0,0
2018-08-11,2,1,2,3,1,0,0,3,2,2,2,0,0,1,2,0,0,0,0,0
2018-08-12,0,0,0,0,0,0,1,3,1,3,0,0,1,1,0,0,0,0,0,0
2018-08-13,0,0,1,2,0,0,2,0,5,0,2,6,0,2,3,0,0,0,0,0
2018-08-14,2,3,1,2,0,1,0,0,0,0,3,0,0,0,2,0,0,4,0,0
2018-08-15,0,0,1,6,0,5,1,0,0,2,1,2,0,1,0,0,0,6,0,0
2018-08-16,2,0,0,4,0,2,4,3,1,5,1,1,1,3,1,0,0,0,1,0
2018-08-17,1,0,1,6,0,4,1,1,0,11,2,5,2,2,2,0,0,0,1,0
2018-08-18,1,1,0,9,0,0,2,0,1,4,6,1,1,3,3,0,0,3,1,0
2018-08-19,0,3,2,3,0,0,1,0,2,2,3,0,0,7,6,0,0,1,4,0
2018-08-20,0,0,2,1,0,0,1,0,1,3,3,0,0,3,3,0,0,0,2,0
2018-08-21,0,0,3,0,0,0,3,1,0,5,1,1,0,3,2,0,0,1,1,0
2018-08-22,0,1,1,2,0,0,4,3,0,4,1,0,2,5,0,0,0,0,4,0
2018-08-23,2,1,3,1,0,0,3,0,2,0,2,1,1,1,5,0,0,0,0,0
2018-08-24,0,0,4,1,0,0,0,0,1,4,1,4,0,1,2,0,0,1,1,0
2018-08-25,0,0,0,1,0,0,0,1,0,0,1,4,1,1,2,0,0,0,1,0
2018-08-26,1,0,1,1,0,2,1,2,1,0,0,0,0,0,1,0,0,0,1,0
2018-08-27,1,0,1,0,0,0,0,0,1,4,1,1,1,0,0,0,0,1,0,0
2018-08-28,2,0,2,0,0,0,0,3,0,0,0,1,0,1,1,0,0,0,2,0
2018-08-29,3,0,0,1,0,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0
2018-08-30,0,0,2,0,0,1,1,0,1,1,0,0,1,2,0,0,0,0,0,0
2018-08-31,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2018-09-01,2,0,0,2,0,0,3,0,1,1,0,0,1,0,3,0,0,0,0,0
2018-09-02,0,1,0,0,0,0,0,0,0,2,0,0,1,1,2,0,0,0,1,0
2018-09-03,0,1,0,0,0,1,1,17,0,2,2,0,0,3,1,0,0,0,0,0
2018-09-04,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0
2018-09-05,1,0,0,0,0,0,1,0,0,1,7,0,0,1,1,0,0,0,1,0
2018-09-06,0,0,1,0,0,0,0,2,0,4,1,0,0,4,0,0,0,0,0,0
2018-09-07,0,2,1,0,0,0,1,4,0,3,1,0,1,0,0,0,0,2,0,0
2018-09-08,1,2,1,0,0,2,1,3,0,2,6,0,0,1,4,0,0,1,0,0
2018-09-09,0,1,0,0,0,1,2,2,0,3,2,0,1,1,1,0,0,0,5,0
2018-09-10,1,1,0,0,0,0,2,1,0,1,3,0,2,1,2,0,0,1,0,0
2018-09-11,0,1,0,0,0,0,2,0,0,0,2,0,2,2,1,0,0,1,0,0
2018-09-12,1,0,0,0,0,0,3,0,0,0,3,0,2,4,1,0,0,0,0,0
2018-09-13,1,1,0,0,0,0,3,1,0,1,4,0,4,1,1,0,0,0,0,0
2018-09-14,1,0,0,1,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0
2018-09-15,0,2,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0
2018-09-16,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0
2018-09-17,1,0,2,0,0,1,0,2,0,0,4,0,1,0,0,0,0,0,1,0
2018-09-18,2,0,1,0,0,0,1,1,0,4,3,0,0,1,0,0,0,0,2,0
2018-09-19,0,0,0,0,0,3,2,1,0,3,2,0,2,2,0,0,0,0,1,0
2018-09-20,4,1,0,0,0,5,3,0,0,3,2,0,2,0,0,0,0,0,0,0
2018-09-21,1,1,0,3,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0
2018-09-22,1,0,0,3,0,0,1,0,0,1,0,0,1,0,5,0,0,0,1,0
2018-09-23,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
2018-09-24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2018-09-25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2018-09-26,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2018-09-28,2,1,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0
2018-09-29,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2018-09-30,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,0
2018-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-03,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-10-04,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-07,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-10-10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-11,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0
2018-10-12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-14,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2018-10-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
